id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
-1.7315399534632168,-0.4684220261981468,-0.8039380591518824,-0.4324577563955914,-0.7315262750601665,0.0,-0.3438557798820413,-0.20369755628187625,-0.08986344589094644,-0.4086863838120233,0.8701637925385137,0.13593845249386974,-0.8828048272406267,1.3535349456843555,-0.1549032975777798,0.18240181864454658,-0.66394222579594,-0.25117846696722795,-0.2475812742593919,-0.6834864128529864,-0.198826895018808,-0.14085286008652526,0.20897015077204356,0.08532522048638454,-1.236402927287079,-0.13712603774598497,-0.15566726034805028,-0.1417733621613982,-0.010163866270331577,1.6386624356639448,-0.2265183491661704,-0.17134993285819805,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.730518094535236,0.06985501448980637,-1.457172054634861,-0.16059193347177123,0.1081973184199039,0.0,-0.4086464507124019,-0.2959752804078476,-0.7164504148565367,-0.4258853189059972,1.3111493533411687,-2.8926648282787704,-0.8828048272406267,1.3535349456843555,-0.036931054072985026,0.1098498347579202,-0.6596675229505592,-0.2570578309004755,-0.20549565421152763,-0.35552792416416973,-0.18205874692360455,-0.13054971169224633,-0.6156700041083435,-0.7985827522168805,-1.236402927287079,-0.26127722392947045,-0.07532817633541003,8.00149466563074,-0.021507573955044025,1.4117792882054618,-0.2408176128452763,-0.2079918051072198,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.7294962356072554,-0.5313230661130782,-0.71745355834146,0.002886893480682042,0.6131744247724761,0.0,1.090992421460785,1.06768442056484,0.25758051320371733,1.029807735284191,-0.20080114083936257,0.12442285066583689,0.7270436742901552,1.3535349456843555,-0.1549032975777798,0.18751111328444986,1.5650597149190937,-0.2973868591556361,-0.2297597425790256,-0.761164580747062,-0.19272938662055217,-0.16112757988594228,-0.2406477775394438,-0.6453039130197824,-1.236402927287079,0.23345928235274965,-0.1438851370565843,-0.13353466007023823,-0.03712064847630614,0.42457401192798405,-0.2446934427669024,-0.4754774725250783,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.7284743766792747,-0.4823381854713617,-0.8260192082949691,-0.4633413531953952,-0.8269143539980103,0.0,-0.2975108516368367,-0.1421790735312287,-0.06313698749904922,-0.3553357691134096,0.36618029447833667,0.13209991855119213,-0.8828048272406267,-0.3672539033199441,-0.1549032975777798,-0.3172871971379928,-0.6652905722740323,-0.2598782214249754,-0.20786433880195604,0.8763161553011415,-0.1865790532733016,-0.13883913642076748,0.4480851399195164,0.9743424878295528,-1.236402927287079,-0.02815188145896035,-0.1526734149789281,-0.1394456167044,-0.023031737915692255,-0.9571476926110516,-0.18121244611405563,-0.2079918051072198,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.727452517751294,-0.31144774959628246,-0.3015919161466624,0.4029890848153571,-0.5827961241052014,0.0,-0.34662264126981474,-0.2549629585740826,-0.08986344589094644,-0.4166610846456848,-0.8307805134145839,0.12058431672315927,-2.4926533287714085,-1.2276483278220938,0.1990134329366045,-0.7239870504742928,-0.6484843965292378,-0.26830530972929695,-0.22947443883283955,-0.41951982439613394,-0.2141234909634423,-0.189853469286632,1.6753377124242808,-0.5604896219973883,0.8627092800489351,-0.15172526193572777,-0.08271616066570411,-0.1400080093411284,0.01831707989629121,0.42384998776624155,-0.23517524819746685,-0.2995964857297741,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.7264306588233134,-0.5602686774013653,-1.457172054634861,-0.37373348136897333,-0.5501132597618307,0.0,-0.4086464507124019,0.6729408229148515,0.21303641588388866,0.9911681453747014,-0.2637990780968847,0.12442285066583689,-0.8828048272406267,-0.3672539033199441,-0.1549032975777798,-0.49509065060662644,1.453932257933457,-0.2685950175173121,-0.226263112945536,-0.7622284460884183,-0.18091923730957407,-0.15512684510685673,-0.3530522596173157,1.6385507910169772,-1.236402927287079,0.23137918180856473,-0.14440527765741668,-0.1333713095118524,-0.03487069215344447,0.42452062765799387,-0.2446934427669024,-0.4644849108503718,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.725408799895333,-0.5324363588549355,-0.7156134625795361,-0.23699023905548075,-0.12770434338980644,0.0,2.008206971507669,2.4877360640589545,0.8069577134816045,2.2194818168694677,0.7441679180234695,0.20503206346206684,-0.8828048272406267,-0.3672539033199441,-0.1549032975777798,-1.1674738252178962,1.390960032308263,-0.25081207182356174,-0.20070520526393845,-0.7613085625225838,-0.21641760303407317,-0.16244580059886807,1.1868891448495287,0.07510663120657801,-1.236402927287079,0.27440644676883563,-0.1438034164526319,-0.12932488282269466,-0.01842509109905517,0.10720119031918467,-0.2446934427669024,-0.5377686553484152,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.7243869409673522,-0.5302097733712211,-0.7468950905322421,-0.3548096425875237,-0.4916615729606933,0.0,-0.4086464507124019,0.7139531447486165,0.24273248076377443,0.9664876288886551,-0.2637990780968847,0.12442285066583689,0.7270436742901552,1.3535349456843555,-0.1549032975777798,0.8782877485993713,1.6724829233385425,3.0818840716945957,-0.2258451097825192,-0.7622284460884183,-0.18324353506534483,-0.15781989723817139,1.6886218784880294,0.06897547763869409,-1.236402927287079,0.23022357039512859,-0.14440527765741668,-0.1332908010223622,-0.03460172204274184,0.4244205321517622,-0.2446934427669024,-0.4644849108503718,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.7233650820393716,-0.12441456896427393,0.3148401640978384,-0.22339221890519756,-0.08577859500080892,0.0,-0.35861237395016615,-1.5160918549623574,-0.13143793672278656,-0.42776408166535446,0.36618029447833667,0.12442285066583689,-0.8828048272406267,-0.3672539033199441,-0.036931054072985026,0.6565443612275697,-0.6406091640775226,-0.27815537452181033,-0.2489082684276991,-0.47551273709910263,-0.23320839039313154,-0.189853469286632,-1.5026435535955505,-1.5373867571468927,-1.236402927287079,-0.2976982436429316,7.55062876133311,-0.098697819915053,-0.01101773963764151,0.1939506290533105,-0.2421974434522951,-0.22264855400682845,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.7223432231113909,-0.5313230661130782,-1.457172054634861,-0.210978405381152,-0.04740019873483596,0.0,1.1361844907944172,1.2727460297336652,0.29024618457159174,1.0671130019987924,-0.13780320358184045,0.12058431672315927,-0.8828048272406267,1.3535349456843555,-0.1549032975777798,-1.7192776463274488,1.5687639634852817,-0.26396821372636503,-0.22689343517548194,-0.7613885523978738,-0.1997852905219992,-0.16056956007494916,-0.11393727046984282,-0.12926515438955263,-1.236402927287079,0.23602088765253304,-0.14399557030516866,-0.13305860987151377,-0.03527628200291668,0.4244272051855109,-0.2446934427669024,-0.490134221424687,0.0,0.0,1.0,0.0,0.0,0.0,0.0
